id,blok_gudang,mode_pengiriman,panggilan_layanan_pelanggan,rating_pelanggan,harga_produk,pembelian_sebelumnya,kepentingan_produk,jenis_kelamin,diskon_ditawarkan,berat_dalam_gram,pengiriman_tepat_waktu
5683,D,darat,5,2,168.0,2,rendah,Perempuan,10,5225.0,1
5684,D,kapal,3,2,164.0,10,tinggi,Laki-laki,14,1375.0,1
5685,B,kapal,5,5,183.0,3,sedang,Perempuan,3,4071.0,1
5686,F,darat,5,2,254.0,5,sedang,Laki-laki,6,1002.0,0
5687,C,pesawat,5,3,259.0,3,rendah,Perempuan,45,3335.0,1
5688,C,kapal,7,5,293.0,4,rendah,Perempuan,2,1080.0,1
5689,B,darat,4,3,252.0,2,sedang,Perempuan,51,2658.0,1
5690,F,pesawat,5,2,143.0,4,rendah,Perempuan,10,5400.0,0
5691,F,darat,5,1,145.0,3,rendah,Perempuan,5,5019.0,0
5692,F,pesawat,4,5,98.0,4,rendah,Laki-laki,5,5188.0,0
5693,B,kapal,4,4,182.0,2,rendah,Perempuan,13,3332.0,1
5694,C,kapal,2,3,257.0,2,rendah,Perempuan,1,5331.0,1
5695,A,kapal,4,3,260.0,4,sedang,Laki-laki,40,3668.0,1
5696,F,darat,5,3,234.0,5,rendah,Laki-laki,7,1691.0,1
5697,A,pesawat,3,4,215.0,2,rendah,Perempuan,8,5683.0,0
5698,F,kapal,3,3,275.0,3,rendah,Perempuan,61,2123.0,1
5699,F,kapal,4,4,143.0,8,sedang,Perempuan,39,1345.0,1
5700,A,darat,4,3,229.0,3,rendah,Laki-laki,5,5225.0,1
5701,C,kapal,3,5,220.0,2,rendah,Perempuan,1,5663.0,0
5702,F,kapal,3,3,249.0,2,sedang,Laki-laki,9,4034.0,1
5703,A,kapal,6,1,250.0,4,rendah,Laki-laki,10,1623.0,1
5704,F,pesawat,3,4,217.0,3,rendah,Perempuan,5,4077.0,0
5705,A,darat,4,1,204.0,6,rendah,Laki-laki,1,4943.0,0
5706,A,darat,3,4,202.0,3,sedang,Laki-laki,28,3707.0,1
5707,F,pesawat,3,4,224.0,3,rendah,Perempuan,10,4806.0,1
5708,C,kapal,3,1,211.0,3,sedang,Laki-laki,1,4889.0,1
5709,D,darat,3,5,161.0,3,sedang,Perempuan,10,1978.0,1
5710,F,darat,5,2,256.0,3,sedang,Laki-laki,6,5604.0,1
5711,A,pesawat,5,2,224.0,4,sedang,Laki-laki,43,2336.0,1
5712,B,kapal,4,5,273.0,5,sedang,Perempuan,7,1409.0,0
5713,F,pesawat,3,5,173.0,2,rendah,Laki-laki,14,1638.0,1
5714,C,kapal,6,2,245.0,4,rendah,Perempuan,8,1904.0,0
5715,A,kapal,3,5,259.0,3,rendah,Perempuan,10,5978.0,0
5716,C,kapal,3,3,204.0,2,sedang,Laki-laki,6,5612.0,0
5717,B,darat,3,5,174.0,6,sedang,Perempuan,7,4608.0,0
5718,F,kapal,2,2,162.0,3,tinggi,Laki-laki,10,4489.0,1
5719,F,kapal,4,4,182.0,3,sedang,Perempuan,8,5453.0,1
5720,F,kapal,5,1,248.0,3,rendah,Perempuan,2,4075.0,0
5721,D,kapal,5,1,176.0,4,rendah,Perempuan,1,4270.0,1
5722,A,pesawat,4,3,267.0,4,rendah,Laki-laki,7,5140.0,0
5723,D,kapal,4,3,162.0,2,rendah,Laki-laki,2,,1
5724,C,kapal,4,2,161.0,2,tinggi,Perempuan,8,5654.0,1
5725,B,kapal,3,2,138.0,2,sedang,Perempuan,46,1436.0,1
5726,B,kapal,3,4,211.0,3,sedang,Laki-laki,8,3710.0,1
5727,F,pesawat,5,5,238.0,5,rendah,Laki-laki,2,1657.0,0
5728,D,kapal,3,2,160.0,3,sedang,Perempuan,6,4808.0,1
5729,B,kapal,3,4,176.0,2,rendah,Perempuan,10,4920.0,0
5730,F,kapal,3,4,245.0,4,rendah,Laki-laki,9,4139.0,0
5731,A,darat,5,4,233.0,3,rendah,Laki-laki,8,5076.0,1
5732,F,kapal,6,1,303.0,4,sedang,Perempuan,10,1003.0,0
5733,A,darat,5,2,154.0,3,rendah,Laki-laki,40,1238.0,1
5734,C,kapal,3,2,181.0,3,rendah,Laki-laki,4,5966.0,1
5735,B,darat,5,3,239.0,5,sedang,Perempuan,19,2988.0,1
5736,B,kapal,6,2,256.0,5,sedang,Perempuan,2,1449.0,1
5737,F,kapal,3,5,177.0,4,tinggi,Laki-laki,9,5311.0,0
5738,A,kapal,4,3,149.0,3,sedang,Perempuan,1,1448.0,1
5739,F,pesawat,3,5,166.0,2,rendah,Laki-laki,45,1665.0,1
5740,B,kapal,3,4,243.0,2,rendah,Perempuan,14,3693.0,1
5741,C,kapal,3,5,181.0,4,rendah,Perempuan,1,5812.0,0
5742,B,pesawat,5,4,268.0,3,sedang,Laki-laki,6,2206.0,1
5743,B,kapal,5,2,145.0,6,sedang,Laki-laki,9,4243.0,0
5744,A,pesawat,4,4,264.0,3,,Laki-laki,59,2020.0,1
5745,D,kapal,7,5,292.0,5,rendah,Laki-laki,5,1932.0,1
5746,F,kapal,4,3,169.0,2,tinggi,Laki-laki,7,4032.0,1
5747,D,kapal,5,2,241.0,3,rendah,Laki-laki,39,3743.0,1
5748,F,kapal,4,5,136.0,3,rendah,Perempuan,1,4585.0,1
5749,A,pesawat,3,5,260.0,3,sedang,Laki-laki,7,5379.0,1
5750,B,kapal,3,3,185.0,4,rendah,Perempuan,6,4015.0,0
5751,F,pesawat,3,5,207.0,4,rendah,Laki-laki,10,4092.0,1
5752,B,pesawat,5,4,245.0,5,rendah,Perempuan,5,1293.0,1
5753,F,kapal,7,5,306.0,4,sedang,Perempuan,2,1281.0,0
5754,D,kapal,2,3,188.0,2,tinggi,Laki-laki,25,2033.0,1
5755,F,kapal,4,2,216.0,3,rendah,Laki-laki,2,4750.0,1
5756,D,kapal,4,3,236.0,3,rendah,Laki-laki,1,4752.0,0
5757,D,darat,3,5,194.0,3,sedang,Perempuan,3,4435.0,1
5758,F,darat,5,4,172.0,3,rendah,Perempuan,3,5064.0,1
5759,F,kapal,5,4,,2,rendah,Perempuan,36,3819.0,1
5760,B,kapal,4,2,234.0,3,,Laki-laki,4,3261.0,1
5761,C,pesawat,3,2,257.0,5,rendah,Laki-laki,5,4130.0,1
5762,F,kapal,5,4,226.0,2,rendah,Laki-laki,6,4547.0,0
5763,F,kapal,3,4,269.0,3,sedang,Laki-laki,9,5133.0,1
5764,F,darat,3,4,201.0,10,tinggi,Perempuan,7,4699.0,0
5765,F,pesawat,5,2,247.0,3,rendah,Laki-laki,32,3645.0,1
5766,C,kapal,3,5,242.0,3,sedang,Laki-laki,19,3753.0,1
5767,A,kapal,6,1,278.0,2,sedang,Perempuan,12,2112.0,1
5768,D,darat,5,4,269.0,3,sedang,Laki-laki,15,2522.0,1
5769,F,kapal,5,5,232.0,3,rendah,Laki-laki,4,1716.0,1
5770,F,kapal,5,4,267.0,5,rendah,Laki-laki,9,1113.0,0
5771,D,kapal,2,1,240.0,2,rendah,Laki-laki,8,1144.0,1
5772,B,kapal,3,4,219.0,2,sedang,Laki-laki,7,4883.0,1
5773,F,kapal,4,3,233.0,2,sedang,Perempuan,47,3606.0,1
5774,A,kapal,4,3,207.0,2,sedang,Laki-laki,5,4286.0,0
5775,F,kapal,5,3,170.0,3,sedang,Laki-laki,6,5226.0,0
5776,C,darat,4,4,266.0,3,sedang,Perempuan,2,5413.0,1
5777,B,kapal,6,3,137.0,8,rendah,Perempuan,6,5992.0,1
5778,D,darat,3,1,258.0,4,sedang,Perempuan,6,5365.0,1
5779,C,kapal,6,3,258.0,4,sedang,Laki-laki,9,1924.0,0
5780,A,kapal,3,4,187.0,2,sedang,Laki-laki,4,5139.0,1
5781,A,pesawat,3,1,185.0,2,sedang,Perempuan,34,3299.0,1
5782,F,darat,5,5,190.0,4,sedang,Laki-laki,12,2947.0,1
5783,C,darat,5,3,257.0,5,sedang,Laki-laki,8,1981.0,1
5784,F,pesawat,3,3,168.0,2,tinggi,Laki-laki,10,5334.0,1
5785,D,darat,4,4,236.0,4,rendah,Laki-laki,65,2280.0,1
5786,F,pesawat,3,2,273.0,3,sedang,Perempuan,2,4948.0,0
5787,C,darat,3,5,180.0,2,rendah,Laki-laki,33,1444.0,1
5788,B,kapal,4,5,227.0,10,rendah,Laki-laki,7,4403.0,0
5789,A,kapal,4,4,189.0,4,tinggi,Perempuan,56,2646.0,1
5790,F,kapal,6,5,213.0,6,rendah,Laki-laki,7,2709.0,1
5791,D,kapal,5,3,282.0,3,sedang,Laki-laki,5,4644.0,1
5792,A,kapal,5,5,264.0,3,sedang,Perempuan,56,3482.0,1
5793,B,kapal,4,2,124.0,3,tinggi,Laki-laki,60,1107.0,1
5794,F,pesawat,4,4,197.0,3,rendah,Perempuan,29,2915.0,1
5795,B,kapal,4,5,194.0,8,sedang,Perempuan,9,4843.0,1
5796,F,kapal,4,1,133.0,2,sedang,Laki-laki,8,4277.0,0
5797,B,kapal,5,1,155.0,2,sedang,Perempuan,40,1024.0,1
5798,C,kapal,3,2,183.0,3,sedang,Laki-laki,9,4282.0,0
5799,A,kapal,3,2,171.0,3,sedang,Laki-laki,11,1282.0,1
5800,A,kapal,5,2,263.0,6,rendah,Laki-laki,2,1851.0,0
5801,B,pesawat,3,5,230.0,4,sedang,Perempuan,2,5916.0,1
5802,C,kapal,3,4,250.0,2,sedang,Laki-laki,1,4922.0,1
5803,F,kapal,4,3,258.0,3,sedang,Perempuan,7,4887.0,1
5804,A,kapal,5,2,258.0,2,sedang,Perempuan,4,5965.0,0
5805,A,pesawat,4,2,145.0,3,sedang,Laki-laki,1,5400.0,0
5806,C,kapal,5,1,170.0,3,tinggi,Laki-laki,58,1651.0,1
5807,F,kapal,4,2,151.0,3,sedang,Laki-laki,3,5154.0,1
5808,F,kapal,6,5,240.0,4,sedang,Laki-laki,62,2400.0,1
5809,F,kapal,2,5,154.0,3,rendah,Perempuan,21,1113.0,1
5810,D,kapal,6,3,287.0,4,sedang,Perempuan,8,1850.0,1
5811,B,kapal,5,2,192.0,3,tinggi,Perempuan,7,5695.0,1
5812,F,pesawat,3,4,245.0,2,sedang,Perempuan,1,4427.0,0
5813,C,kapal,4,4,205.0,3,rendah,Perempuan,58,2522.0,1
5814,F,kapal,5,5,168.0,3,rendah,Perempuan,6,4088.0,1
5815,D,kapal,4,3,161.0,2,sedang,Laki-laki,3,4391.0,1
5816,B,kapal,4,4,151.0,2,rendah,Laki-laki,3,4105.0,1
5817,C,kapal,2,1,180.0,2,sedang,Perempuan,31,1078.0,1
5818,F,pesawat,4,1,157.0,3,sedang,Laki-laki,31,1712.0,1
5819,A,kapal,3,3,205.0,3,tinggi,Laki-laki,1,5851.0,1
5820,D,pesawat,4,2,181.0,2,rendah,Perempuan,28,2815.0,1
5821,F,darat,4,1,252.0,3,rendah,Laki-laki,4,5119.0,1
5822,B,kapal,2,1,192.0,3,tinggi,Laki-laki,46,3206.0,1
5823,C,kapal,6,4,260.0,5,sedang,Laki-laki,2,4687.0,1
5824,F,kapal,3,3,178.0,2,sedang,Laki-laki,4,1778.0,1
5825,C,kapal,3,3,154.0,4,sedang,Perempuan,7,1915.0,0
5826,B,kapal,4,4,205.0,4,sedang,Perempuan,2,4690.0,1
5827,D,kapal,3,3,145.0,3,sedang,Perempuan,8,4522.0,0
5828,A,kapal,4,5,243.0,5,rendah,Laki-laki,7,1243.0,1
5829,F,kapal,6,4,255.0,4,rendah,Perempuan,3,1569.0,1
5830,F,kapal,4,2,217.0,5,sedang,Laki-laki,10,1744.0,0
5831,C,kapal,4,2,243.0,3,sedang,Perempuan,13,2850.0,1
5832,D,kapal,3,3,259.0,3,sedang,Perempuan,4,4259.0,0
5833,A,kapal,3,3,223.0,3,sedang,Perempuan,4,5062.0,1
5834,F,kapal,5,1,206.0,5,sedang,Laki-laki,2,5766.0,0
5835,B,kapal,3,3,201.0,2,tinggi,Laki-laki,36,3340.0,1
5836,F,pesawat,3,5,257.0,3,sedang,Laki-laki,4,5196.0,1
5837,C,kapal,6,1,286.0,4,sedang,Laki-laki,1,1636.0,0
5838,F,darat,4,4,139.0,3,tinggi,Perempuan,64,1415.0,1
5839,A,darat,2,2,163.0,3,rendah,Laki-laki,5,5887.0,0
5840,C,kapal,3,5,240.0,3,rendah,Perempuan,6,5642.0,0
5841,F,darat,7,5,275.0,4,rendah,Perempuan,3,1107.0,0
5842,B,kapal,3,1,253.0,3,tinggi,Laki-laki,8,5030.0,1
5843,C,pesawat,4,3,213.0,2,rendah,Laki-laki,27,2034.0,1
5844,D,kapal,4,1,211.0,3,tinggi,Laki-laki,5,5757.0,1
5845,D,kapal,5,2,208.0,8,sedang,Laki-laki,5,4751.0,0
5846,D,pesawat,4,4,153.0,3,sedang,Laki-laki,3,4422.0,1
5847,B,darat,4,4,238.0,3,rendah,Perempuan,13,2042.0,1
5848,F,darat,3,3,181.0,2,sedang,Perempuan,52,3236.0,1
5849,F,kapal,2,3,216.0,3,tinggi,Laki-laki,9,4032.0,1
5850,A,kapal,6,2,247.0,4,sedang,Laki-laki,8,1941.0,0
5851,A,kapal,3,3,173.0,5,sedang,Perempuan,10,5840.0,0
5852,B,darat,4,1,245.0,5,rendah,Laki-laki,3,1496.0,1
5853,A,kapal,4,5,196.0,3,rendah,Perempuan,4,5610.0,0
5854,D,kapal,5,3,169.0,2,rendah,Laki-laki,8,5352.0,1
5855,C,kapal,4,3,264.0,2,rendah,Perempuan,38,3877.0,1
5856,F,pesawat,4,1,146.0,3,rendah,Perempuan,1,4831.0,1
5857,F,kapal,5,1,165.0,2,tinggi,Laki-laki,54,1190.0,1
5858,C,kapal,5,2,248.0,5,sedang,Perempuan,1,1845.0,1
5859,F,kapal,4,1,225.0,2,sedang,Laki-laki,5,5714.0,1
5860,F,kapal,6,1,284.0,4,rendah,Perempuan,7,1153.0,0
5861,B,pesawat,3,1,199.0,6,sedang,Perempuan,7,4805.0,0
5862,C,kapal,4,3,225.0,2,sedang,Perempuan,10,5523.0,1
5863,D,kapal,3,5,224.0,2,rendah,Perempuan,10,4445.0,0
5864,D,kapal,7,1,276.0,4,rendah,Perempuan,9,1519.0,1
5865,D,kapal,4,3,151.0,4,sedang,Laki-laki,13,1583.0,1
5866,F,kapal,4,5,272.0,2,sedang,Perempuan,1,5378.0,0
5867,F,kapal,4,5,135.0,3,sedang,Perempuan,6,5266.0,1
5868,D,kapal,5,2,268.0,5,sedang,Perempuan,2,1061.0,1
5869,F,kapal,5,2,244.0,6,rendah,Laki-laki,5,1702.0,1
5870,A,kapal,3,2,143.0,6,sedang,Laki-laki,63,1953.0,1
5871,D,kapal,3,1,178.0,3,rendah,Perempuan,11,1481.0,1
5872,F,kapal,4,3,244.0,3,rendah,Laki-laki,9,5339.0,0
5873,C,pesawat,3,4,156.0,3,sedang,Laki-laki,4,4519.0,1
5874,F,darat,4,3,268.0,3,sedang,Perempuan,23,2996.0,1
5875,F,pesawat,4,1,273.0,5,rendah,Perempuan,7,1922.0,0
5876,F,darat,4,5,252.0,2,tinggi,Perempuan,6,4147.0,1
5877,F,pesawat,3,1,162.0,3,sedang,Perempuan,12,1417.0,1
5878,C,darat,4,3,244.0,3,sedang,Laki-laki,1,3982.0,1
5879,A,darat,3,5,209.0,2,rendah,Laki-laki,33,2603.0,1
5880,B,kapal,3,5,152.0,6,rendah,Perempuan,32,1158.0,1
5881,D,darat,4,1,270.0,3,sedang,Perempuan,64,2406.0,1
5882,F,kapal,3,5,137.0,3,tinggi,Perempuan,28,1815.0,1
5883,C,kapal,2,2,267.0,3,sedang,Laki-laki,15,2481.0,1
5884,A,kapal,6,3,139.0,6,sedang,Perempuan,8,1284.0,1
5885,F,darat,3,1,267.0,3,sedang,Perempuan,8,5415.0,1
5886,B,kapal,3,1,231.0,3,sedang,Laki-laki,9,5148.0,1
5887,A,kapal,4,1,192.0,3,rendah,Perempuan,15,3460.0,1
5888,C,kapal,3,2,172.0,3,sedang,Perempuan,8,4982.0,1
5889,F,kapal,3,1,195.0,3,sedang,Perempuan,3,5961.0,0
5890,F,kapal,3,1,213.0,2,rendah,Laki-laki,6,4747.0,0
5891,F,darat,2,2,145.0,3,sedang,Perempuan,5,6102.0,1
5892,F,pesawat,5,1,170.0,3,sedang,Perempuan,48,1299.0,1
5893,D,darat,5,5,161.0,3,rendah,Perempuan,1,4470.0,1
5894,A,kapal,4,5,150.0,3,tinggi,Perempuan,10,5767.0,1
5895,A,kapal,5,2,229.0,2,sedang,Laki-laki,1,5724.0,0
5896,F,kapal,6,5,117.0,7,sedang,Laki-laki,6,5529.0,1
5897,A,pesawat,4,1,242.0,2,rendah,Laki-laki,34,3966.0,1
5898,F,pesawat,4,5,134.0,3,sedang,Laki-laki,3,5000.0,1
5899,F,pesawat,5,2,156.0,2,sedang,Laki-laki,19,1311.0,1
5900,C,darat,5,4,222.0,3,rendah,Laki-laki,1,4834.0,1
5901,B,kapal,5,4,184.0,3,rendah,Laki-laki,9,3332.0,1
5902,D,kapal,7,3,309.0,4,,Perempuan,1,1290.0,1
5903,A,darat,3,4,247.0,3,rendah,Laki-laki,10,5749.0,1
5904,A,kapal,3,3,273.0,2,,Perempuan,7,5491.0,0
5905,D,kapal,4,4,199.0,2,sedang,Laki-laki,25,3705.0,1
5906,D,kapal,4,5,212.0,2,sedang,Laki-laki,10,4552.0,0
5907,F,kapal,3,5,253.0,3,sedang,Laki-laki,9,5979.0,1
5908,B,kapal,5,4,255.0,4,sedang,Perempuan,38,2771.0,1
5909,F,darat,3,2,226.0,2,,Laki-laki,45,1446.0,1
5910,B,darat,3,1,133.0,3,rendah,Perempuan,9,5724.0,0
5911,F,kapal,4,2,271.0,3,sedang,Perempuan,4,4186.0,1
5912,D,pesawat,4,5,156.0,3,rendah,Perempuan,60,1553.0,1
5913,A,kapal,5,2,173.0,4,tinggi,Perempuan,9,4307.0,0
5914,F,kapal,5,1,252.0,3,sedang,Laki-laki,2,4339.0,0
5915,A,kapal,4,3,213.0,4,sedang,Laki-laki,8,4220.0,0
5916,F,pesawat,4,1,195.0,2,sedang,Laki-laki,19,2878.0,1
5917,B,darat,3,4,157.0,2,sedang,Laki-laki,12,1694.0,1
5918,B,kapal,3,4,216.0,3,sedang,Laki-laki,3,5651.0,0
5919,B,kapal,5,1,166.0,2,rendah,Laki-laki,44,1647.0,1
5920,F,kapal,2,1,200.0,3,sedang,Laki-laki,34,2199.0,1
5921,C,darat,3,5,109.0,5,rendah,Laki-laki,27,1581.0,1
5922,B,kapal,4,4,146.0,4,sedang,Laki-laki,7,4953.0,1
5923,C,kapal,3,4,205.0,8,sedang,Laki-laki,1,4977.0,1
5924,F,kapal,4,1,245.0,5,sedang,Laki-laki,1,1472.0,0
5925,A,kapal,3,4,148.0,3,rendah,Laki-laki,37,1523.0,1
5926,B,kapal,3,4,255.0,4,rendah,Perempuan,12,2266.0,1
5927,B,kapal,6,2,274.0,4,sedang,Laki-laki,8,1626.0,1
5928,C,kapal,5,1,161.0,2,sedang,Perempuan,10,4108.0,1
5929,B,kapal,4,1,234.0,3,rendah,Laki-laki,2,4282.0,0
5930,F,pesawat,4,2,273.0,2,rendah,Perempuan,9,3383.0,1
5931,A,kapal,4,2,210.0,3,sedang,Perempuan,10,5354.0,0
5932,A,kapal,4,5,217.0,4,sedang,Perempuan,12,2217.0,1
5933,B,pesawat,5,1,,5,rendah,Laki-laki,10,1562.0,1
5934,F,kapal,6,2,182.0,3,rendah,Laki-laki,7,4371.0,1
5935,F,kapal,5,5,171.0,3,tinggi,Laki-laki,14,1554.0,1
5936,F,kapal,3,4,209.0,3,rendah,Laki-laki,37,2215.0,1
5937,A,kapal,5,3,219.0,6,rendah,Perempuan,9,1019.0,0
5938,B,darat,3,4,153.0,2,sedang,Laki-laki,5,4023.0,1
5939,F,kapal,5,1,248.0,8,rendah,Perempuan,2,4023.0,1
5940,C,kapal,5,3,194.0,3,sedang,Perempuan,6,2736.0,1
5941,B,kapal,4,1,241.0,4,sedang,Laki-laki,9,5360.0,0
5942,F,kapal,3,3,165.0,4,sedang,Laki-laki,2,4176.0,1
5943,F,kapal,4,1,240.0,4,sedang,Laki-laki,7,4818.0,1
5944,F,kapal,4,3,248.0,2,sedang,Laki-laki,2,4701.0,1
5945,B,kapal,3,1,112.0,2,tinggi,Laki-laki,22,1846.0,1
5946,D,kapal,4,3,172.0,3,sedang,Perempuan,6,1261.0,1
5947,D,darat,3,5,188.0,3,tinggi,Perempuan,6,,1
5948,F,kapal,4,1,140.0,2,rendah,Laki-laki,8,4926.0,0
5949,F,darat,3,4,245.0,4,rendah,Laki-laki,4,5186.0,1
5950,F,darat,6,3,270.0,3,rendah,Perempuan,56,3251.0,1
5951,F,darat,5,2,171.0,3,rendah,Laki-laki,6,4656.0,1
5952,B,pesawat,3,2,183.0,5,rendah,Laki-laki,3,1336.0,1
5953,C,darat,6,3,246.0,4,sedang,Perempuan,8,1741.0,0
5954,A,kapal,3,5,124.0,2,sedang,Laki-laki,1,5709.0,1
5955,B,darat,6,2,153.0,5,rendah,Perempuan,1,4597.0,1
5956,C,kapal,3,2,178.0,2,sedang,Perempuan,2,4122.0,0
5957,F,kapal,3,1,202.0,3,sedang,Perempuan,7,5818.0,0
5958,F,kapal,4,1,245.0,3,rendah,Laki-laki,2,5835.0,1
5959,B,kapal,4,4,156.0,2,rendah,Perempuan,5,5216.0,0
5960,F,kapal,3,1,201.0,3,sedang,Perempuan,8,4315.0,0
5961,D,kapal,4,1,260.0,2,rendah,Laki-laki,2,2980.0,1
5962,A,kapal,3,5,270.0,3,sedang,Laki-laki,5,4843.0,1
5963,B,kapal,4,5,242.0,2,rendah,Perempuan,1,5682.0,1
5964,C,kapal,5,5,,5,sedang,Laki-laki,5,1662.0,1
5965,C,kapal,4,2,149.0,5,sedang,Perempuan,8,4209.0,0
5966,B,pesawat,3,1,211.0,2,rendah,Perempuan,45,3332.0,1
5967,F,kapal,2,2,193.0,3,sedang,Laki-laki,64,2867.0,1
5968,B,kapal,4,2,152.0,4,sedang,Perempuan,3,4006.0,0
5969,B,kapal,4,3,253.0,4,tinggi,Laki-laki,4,4868.0,1
5970,D,kapal,3,4,209.0,2,tinggi,Perempuan,5,4363.0,0
5971,F,kapal,3,2,102.0,4,sedang,Laki-laki,57,1220.0,1
5972,F,darat,6,5,247.0,4,sedang,Laki-laki,7,1461.0,1
5973,F,kapal,5,2,279.0,8,rendah,Laki-laki,5,4785.0,0
5974,F,kapal,5,4,219.0,5,rendah,Laki-laki,5,1388.0,1
5975,B,darat,4,3,240.0,3,sedang,Laki-laki,6,4964.0,0
5976,F,kapal,3,4,203.0,4,sedang,Laki-laki,46,3640.0,1
5977,C,kapal,2,2,189.0,4,rendah,Laki-laki,9,3413.0,1
5978,B,darat,4,4,208.0,2,tinggi,Perempuan,20,2759.0,1
5979,A,kapal,3,3,196.0,3,rendah,Laki-laki,4,5622.0,0
5980,F,kapal,3,2,237.0,3,sedang,Perempuan,10,5851.0,0
5981,D,kapal,3,1,263.0,3,sedang,Laki-laki,6,2715.0,1
5982,C,kapal,6,2,298.0,4,rendah,Laki-laki,2,1648.0,0
5983,F,kapal,3,4,269.0,2,rendah,Perempuan,8,5294.0,1
5984,F,pesawat,4,3,224.0,2,sedang,Laki-laki,8,5961.0,1
5985,F,kapal,4,1,191.0,3,rendah,Laki-laki,2,5189.0,0
5986,B,pesawat,3,5,157.0,3,,Perempuan,4,1889.0,1
5987,D,kapal,6,4,275.0,4,rendah,Perempuan,4,1192.0,1
5988,C,darat,3,5,165.0,2,tinggi,Perempuan,37,1234.0,1
5989,F,pesawat,3,5,169.0,3,sedang,Laki-laki,13,1934.0,1
5990,F,kapal,3,4,247.0,3,sedang,Laki-laki,9,5383.0,0
5991,A,kapal,4,4,193.0,3,rendah,Laki-laki,5,5090.0,1
5992,C,kapal,6,1,260.0,3,rendah,Perempuan,4,1338.0,1
5993,F,kapal,4,1,151.0,3,tinggi,Perempuan,39,1458.0,1
5994,C,kapal,4,5,151.0,4,sedang,Laki-laki,3,5470.0,0
5995,B,kapal,4,2,138.0,3,rendah,Perempuan,30,1805.0,1
5996,D,kapal,3,2,144.0,3,sedang,Perempuan,48,1867.0,1
5997,C,pesawat,3,5,214.0,2,sedang,Perempuan,4,4077.0,1
5998,F,kapal,6,2,191.0,5,rendah,Laki-laki,1,4314.0,0
5999,C,kapal,6,4,258.0,4,rendah,Laki-laki,9,1104.0,0
6000,F,darat,5,4,244.0,5,sedang,Perempuan,1,1320.0,0
6001,F,pesawat,4,4,263.0,2,sedang,Laki-laki,2,5797.0,1
6002,B,kapal,4,3,142.0,4,rendah,Laki-laki,29,1420.0,1
6003,F,kapal,4,5,216.0,3,tinggi,Laki-laki,26,2053.0,1
6004,C,darat,4,3,,3,rendah,Perempuan,62,2587.0,1
6005,A,kapal,4,2,136.0,4,sedang,Laki-laki,9,5038.0,0
6006,A,kapal,4,4,201.0,2,sedang,Perempuan,8,5790.0,0
6007,A,darat,6,5,248.0,3,rendah,Perempuan,3,5709.0,1
6008,D,kapal,6,3,219.0,4,sedang,Laki-laki,6,4885.0,1
6009,D,kapal,5,5,187.0,3,sedang,Perempuan,5,4613.0,0
6010,C,kapal,5,3,220.0,6,sedang,Perempuan,6,1830.0,1
6011,D,kapal,4,4,135.0,3,sedang,Laki-laki,6,4335.0,1
6012,B,pesawat,5,1,264.0,2,sedang,Perempuan,3,4056.0,1
6013,F,kapal,3,4,201.0,2,rendah,Perempuan,8,4394.0,0
6014,B,kapal,4,2,274.0,2,,Laki-laki,10,4361.0,0
6015,D,kapal,4,2,133.0,6,sedang,Perempuan,9,4879.0,0
6016,D,darat,4,5,188.0,3,rendah,Laki-laki,4,4632.0,0
6017,B,pesawat,3,4,200.0,2,sedang,Laki-laki,14,3528.0,1
6018,A,pesawat,5,4,250.0,4,sedang,Laki-laki,4,4531.0,0
6019,F,kapal,7,3,308.0,5,sedang,Laki-laki,10,1152.0,1
6020,C,kapal,4,3,226.0,2,rendah,Perempuan,32,2912.0,1
6021,F,kapal,4,2,232.0,2,rendah,Laki-laki,5,4907.0,0
6022,B,kapal,6,3,221.0,10,sedang,Perempuan,13,2219.0,1
6023,C,pesawat,3,3,159.0,2,sedang,Perempuan,6,5269.0,0
6024,B,darat,4,1,194.0,2,sedang,Perempuan,3,5503.0,0
6025,F,kapal,5,3,218.0,3,sedang,Perempuan,4,4198.0,1
6026,F,darat,3,4,191.0,3,sedang,Laki-laki,6,4586.0,1
6027,B,kapal,4,2,268.0,3,rendah,Perempuan,3,5488.0,1
6028,D,kapal,3,1,155.0,3,sedang,Perempuan,27,1022.0,1
6029,B,kapal,4,2,146.0,3,sedang,Laki-laki,7,4381.0,1
6030,D,kapal,4,5,269.0,4,sedang,Laki-laki,60,3456.0,1
6031,A,kapal,6,5,243.0,3,sedang,Perempuan,35,2374.0,1
6032,D,kapal,5,5,200.0,3,rendah,Laki-laki,6,4401.0,1
6033,B,kapal,2,2,210.0,3,sedang,Perempuan,10,4324.0,1
6034,F,kapal,3,3,268.0,10,sedang,Laki-laki,2,5626.0,1
6035,B,kapal,3,1,244.0,3,sedang,Perempuan,1,5695.0,1
6036,F,kapal,5,3,161.0,5,tinggi,Laki-laki,48,1883.0,1
6037,F,kapal,4,3,248.0,5,rendah,Perempuan,7,1789.0,1
6038,F,kapal,4,5,249.0,2,sedang,Perempuan,10,4562.0,0
6039,B,kapal,2,3,269.0,2,rendah,Laki-laki,3,5976.0,0
6040,C,kapal,3,5,205.0,6,rendah,Perempuan,25,2232.0,1
6041,D,kapal,5,1,181.0,4,sedang,Perempuan,4,5505.0,0
6042,F,kapal,3,3,166.0,2,rendah,Perempuan,45,1791.0,1
